section_id,course_id,subject_code,catalog_number,instructors,status,available_seats,waitlist_total,capacity,enrolled,instruction_mode,is_asynchronous,section_requisites
,,,,Angela Alexander,CLOSED,,,12,14,,,
,,,,Danielle Scheffler,CLOSED,,,12,14,,,
,,,,Terry Nuckolls,CLOSED,,,12,13,,,
,,,,James Corona,OPEN,,,12,11,,,
,,,,James Corona,CLOSED,,,12,12,,,
,,,,Shauna Crowther,CLOSED,,,12,13,,,
,,,,Stella Isenbuegel,CLOSED,,,12,14,,,
,,,,Karen Best,CLOSED,,,12,14,,,
,,,,Terry Nuckolls,CLOSED,,,12,12,,,
,,,,James Corona,CLOSED,,,12,13,,,
,,,,Stella Isenbuegel,CLOSED,,,12,15,,,
,,,,Alejandro Azocar,CLOSED,,,12,15,,,
,,,,Parthy Schachter,CLOSED,,,12,14,,,
,,,,Parthy Schachter,CLOSED,,,12,12,,,
,,,,Anya Nesterchouk,CLOSED,,,12,15,,,
,,,,Anya Nesterchouk,CLOSED,,,12,14,,,
,,,,Kurt Feigl,OPEN,,,60,36,,,
,,,,Morgan Shields,WAITLISTED,,,100,118,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,2,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,0,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,1,,,
,,,,Margarita Kaushanskaya,OPEN,,,215,186,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,7,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,5,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,9,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,4,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,6,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,5,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,10,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,9,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,14,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,10,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,13,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,8,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,12,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,8,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,6,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,11,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,12,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,7,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,11,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,9,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,8,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,13,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,19,11,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,10,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,9,,,
,,,,"Jen Plants,Cecelia Stokes",CLOSED,,,19,11,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,8,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,5,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,5,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,5,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,1,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,4,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,7,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,7,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,1,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,4,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,10,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,0,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,4,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,2,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,4,,,
,,,,Erika Marin-Spiotta,OPEN,,,22,13,,,
,,,,Brandon Bloch,CLOSED,,,72,65,,,
,,,,Brandon Bloch,OPEN,,,18,13,,,
,,,,Brandon Bloch,OPEN,,,18,13,,,
,,,,Brandon Bloch,OPEN,,,18,9,,,
,,,,Brandon Bloch,WAITLISTED,,,18,18,,,
,,,,Rikhil Bhavnani,WAITLISTED,,,17,17,,,
,,,,Rikhil Bhavnani,OPEN,,,17,15,,,
,,,,Rikhil Bhavnani,OPEN,,,17,16,,,
,,,,Rikhil Bhavnani,OPEN,,,17,16,,,
,,,,Rikhil Bhavnani,OPEN,,,17,16,,,
,,,,Rikhil Bhavnani,OPEN,,,17,16,,,
,,,,Rikhil Bhavnani,WAITLISTED,,,17,17,,,
,,,,Rikhil Bhavnani,WAITLISTED,,,17,17,,,
,,,,Rikhil Bhavnani,OPEN,,,17,16,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,12,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,14,,,
,,,,"John Dunne,Tiantian Cai",WAITLISTED,,,25,10,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,7,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,8,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,5,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,9,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,6,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,10,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,7,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,10,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,12,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,6,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,7,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,10,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,8,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,9,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,11,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,6,,,
,,,,"Jen Plants,Cecelia Stokes",OPEN,,,17,7,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,9,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,10,,,
,,,,"Jen Plants,Cecelia Stokes",WAITLISTED,,,17,8,,,
,,,,Peggy Choy,OPEN,,,25,3,,,
,,,,Andrea Hicks,OPEN,,,20,8,,,
,,,,Peggy Choy,OPEN,,,25,10,,,
,,,,"Dewi Qisti,Eunjeong Ko,Kyesha Isadore",CLOSED,,,70,70,,,
,,,,"Erlin Barnard,Muhammad Asif",OPEN,,,25,8,,,
,,,,"Erlin Barnard,Muhammad Asif",OPEN,,,25,8,,,
,,,,Ruka Shironishi,OPEN,,,24,19,,,
,,,,Ruka Shironishi,OPEN,,,22,19,,,
,,,,Ruka Shironishi,OPEN,,,23,16,,,
,,,,Claus Andersen,OPEN,,,20,8,,,
,,,,Nisa Karimi,CLOSED,,,16,12,,,
,,,,Nisa Karimi,CLOSED,,,16,12,,,
,,,,Nisa Karimi,CLOSED,,,16,10,,,
,,,,Nisa Karimi,CLOSED,,,16,11,,,
,,,,Nisa Karimi,OPEN,,,16,11,,,
,,,,Nisa Karimi,OPEN,,,16,6,,,
,,,,Nisa Karimi,OPEN,,,16,8,,,
,,,,Nisa Karimi,OPEN,,,16,10,,,
,,,,"Erin Hamilton,Rachael Shields",CLOSED,,,59,59,,,
,,,,Tanya Schlam,OPEN,,,20,15,,,
,,,,Nisa Karimi,WAITLISTED,,,16,4,,,
,,,,Nisa Karimi,WAITLISTED,,,16,4,,,
,,,,Nisa Karimi,WAITLISTED,,,16,6,,,
,,,,Nisa Karimi,WAITLISTED,,,16,5,,,
,,,,Nisa Karimi,OPEN,,,16,4,,,
,,,,Nisa Karimi,OPEN,,,16,6,,,
,,,,Nisa Karimi,OPEN,,,16,7,,,
,,,,Nisa Karimi,OPEN,,,16,3,,,
,,,,"Erlin Barnard,Richard Nicolas",CLOSED,,,1,1,,,
,,,,"Erlin Barnard,Richard Nicolas",CLOSED,,,0,1,,,
,,,,"Erlin Barnard,Richard Nicolas",CLOSED,,,15,15,,,
,,,,"Carolina Sarmiento,Jingyi Ma",OPEN,,,60,57,,,
,,,,"Blake Bishop,Caitlin Schaer",OPEN,,,20,8,,,
,,,,"Triston King,Caitlin Schaer",OPEN,,,20,11,,,
,,,,"Frank Rodriguez,Caitlin Schaer",OPEN,,,20,14,,,
,,,,"Caitlin Schaer,Anna Gorman",OPEN,,,20,12,,,
,,,,Caitlin Schaer,OPEN,,,20,7,,,
,,,,Bradford Chin,CLOSED,,,0,15,,,
,,,,Kecia Doyle,CLOSED,,,0,11,,,
,,,,Kecia Doyle,CLOSED,,,0,12,,,
,,,,Kecia Doyle,CLOSED,,,0,10,,,
,,,,Kecia Doyle,CLOSED,,,0,10,,,
,,,,Kecia Doyle,CLOSED,,,0,11,,,
,,,,Kecia Doyle,CLOSED,,,0,9,,,
,,,,"Aylin Celik Zencir,Louis Fosu-Asare",OPEN,,,70,69,,,
,,,,"Erlin Barnard,Choua Lee",OPEN,,,25,16,,,
,,,,Liz Sexe,CLOSED,,,0,30,,,
,,,,Grace Bulltail,OPEN,,,25,6,,,
,,,,Grace Bulltail,OPEN,,,25,12,,,
,,,,Grace Bulltail,OPEN,,,25,5,,,
,,,,Grace Bulltail,OPEN,,,25,0,,,
,,,,Grace Bulltail,OPEN,,,25,6,,,
,,,,Grace Bulltail,OPEN,,,25,4,,,
,,,,"Amy Zwaska,Denise Walbrandt Pigarelli",OPEN,,,48,29,,,
,,,,Patrick Hills-Meyer,OPEN,,,100,99,,,
,,,,"Erlin Barnard,Hany Noviya",CLOSED,,,0,1,,,
,,,,"Erlin Barnard,Hany Noviya",OPEN,,,15,2,,,
,,,,"Janpanit Surasin,Erlin Barnard",OPEN,,,15,1,,,
,,,,"Janpanit Surasin,Erlin Barnard",OPEN,,,15,1,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,5,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,3,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,5,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,9,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,4,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,4,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,1,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,3,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,3,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,13,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,13,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,14,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,4,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,14,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,14,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,15,,,
,,,,"Kate McCulloh,Hiroshi Maeda",WAITLISTED,,,18,15,,,
,,,,"Kate McCulloh,Hiroshi Maeda",OPEN,,,18,14,,,
,,,,James Sweet,CLOSED,,,89,76,,,
,,,,James Sweet,WAITLISTED,,,18,18,,,
,,,,James Sweet,OPEN,,,18,8,,,
,,,,James Sweet,OPEN,,,18,16,,,
,,,,James Sweet,WAITLISTED,,,18,18,,,
,,,,Megan Reilly,OPEN,,,24,18,,,
,,,,Collette Stewart,WAITLISTED,,,30,30,,,
,,,,Ralph Grunewald,OPEN,,,25,15,,,
,,,,Ralph Grunewald,OPEN,,,25,20,,,
,,,,Ralph Grunewald,WAITLISTED,,,25,17,,,
,,,,Ralph Grunewald,WAITLISTED,,,25,18,,,
,,,,Ralph Grunewald,OPEN,,,25,16,,,
,,,,Ralph Grunewald,OPEN,,,25,15,,,
,,,,Ralph Grunewald,OPEN,,,25,16,,,
,,,,Ralph Grunewald,OPEN,,,25,17,,,
,,,,Ralph Grunewald,OPEN,,,25,9,,,
,,,,Ralph Grunewald,OPEN,,,25,4,,,
,,,,Ralph Grunewald,WAITLISTED,,,25,8,,,
,,,,Ralph Grunewald,WAITLISTED,,,25,7,,,
,,,,Ralph Grunewald,OPEN,,,25,8,,,
,,,,Ralph Grunewald,OPEN,,,25,9,,,
,,,,Ralph Grunewald,OPEN,,,25,7,,,
,,,,Ralph Grunewald,OPEN,,,25,3,,,
,,,,Alfred Hartemink,OPEN,,,100,21,,,
,,,,"Erlin Barnard,Hong Dinh",OPEN,,,15,5,,,
,,,,"Mallika Nocco,Margaret Zimmer",WAITLISTED,,,180,74,,,
,,,,"Mallika Nocco,Margaret Zimmer",WAITLISTED,,,180,32,,,
,,,,Victoria Andrews,OPEN,,,25,20,,,
,,,,Victoria Andrews,OPEN,,,25,18,,,
,,,,Michelle Ramos,OPEN,,,20,17,,,
,,,,Karen Rigsby,OPEN,,,25,21,,,
,,,,Karen Rigsby,OPEN,,,20,18,,,
,,,,Karen Rigsby,OPEN,,,20,18,,,
,,,,Karen Mcshane-Hellenbrand,OPEN,,,30,25,,,
,,,,Karen Mcshane-Hellenbrand,OPEN,,,30,25,,,
,,,,Victoria Andrews,OPEN,,,25,20,,,
,,,,Victoria Andrews,OPEN,,,25,18,,,
,,,,Michelle Ramos,OPEN,,,20,17,,,
,,,,Karen Rigsby,OPEN,,,25,21,,,
,,,,Karen Rigsby,OPEN,,,20,18,,,
,,,,Karen Rigsby,OPEN,,,20,18,,,
,,,,Stavroula Antonopoulos,OPEN,,,475,473,,,
,,,,Stavroula Antonopoulos,WAITLISTED,,,475,482,,,
,,,,"Mallika Nocco,Margaret Zimmer",WAITLISTED,,,180,75,,,
,,,,Rena Kornblum,OPEN,,,25,24,,,
,,,,Katie Vermillion Kalmon,OPEN,,,375,325,,,
,,,,Matthew Wolfgram,OPEN,,,30,29,,,
,,,,Jason Nolen,OPEN,,,25,9,,,
,,,,Jason Nolen,OPEN,,,25,18,,,
,,,,Jason Nolen,OPEN,,,25,16,,,
,,,,Jason Nolen,OPEN,,,25,4,,,
,,,,Jason Nolen,OPEN,,,25,3,,,
,,,,Jason Nolen,OPEN,,,25,9,,,
,,,,Jason Nolen,OPEN,,,25,15,,,
,,,,Jason Nolen,OPEN,,,25,18,,,
,,,,Jason Nolen,OPEN,,,25,14,,,
,,,,Jason Nolen,OPEN,,,25,18,,,
,,,,Jason Nolen,OPEN,,,25,15,,,
,,,,Jason Nolen,OPEN,,,25,7,,,
,,,,Jason Nolen,OPEN,,,25,6,,,
,,,,Jason Nolen,OPEN,,,25,9,,,
,,,,Jason Nolen,OPEN,,,25,17,,,
,,,,Jason Nolen,OPEN,,,25,24,,,
,,,,Nicholas Pedriana,WAITLISTED,,,25,25,,,
,,,,Nicholas Pedriana,OPEN,,,25,16,,,
,,,,Nicholas Pedriana,OPEN,,,25,12,,,
,,,,Nicholas Pedriana,OPEN,,,25,8,,,
,,,,Nicholas Pedriana,OPEN,,,25,13,,,
,,,,Nicholas Pedriana,OPEN,,,25,10,,,
,,,,Nicholas Pedriana,OPEN,,,24,14,,,
,,,,Nicholas Pedriana,WAITLISTED,,,25,25,,,
,,,,Nicholas Pedriana,OPEN,,,25,13,,,
,,,,Nicholas Pedriana,OPEN,,,25,16,,,
,,,,Nicholas Pedriana,OPEN,,,25,10,,,
,,,,Nicholas Pedriana,OPEN,,,25,7,,,
,,,,Nicholas Pedriana,OPEN,,,25,21,,,
,,,,Nicholas Pedriana,OPEN,,,25,16,,,
,,,,Nicholas Pedriana,OPEN,,,25,23,,,
,,,,Nicholas Pedriana,OPEN,,,25,21,,,
,,,,Liz Sexe,OPEN,,,30,24,,,
,,,,Kelsey Macomber,OPEN,,,30,22,,,
,,,,Kelsey Macomber,WAITLISTED,,,30,30,,,
,,,,Kelsey Macomber,OPEN,,,30,19,,,
,,,,"Hanqing Wu,Tolga Zencir",CLOSED,,,45,16,,,
,,,,"Hanqing Wu,Tolga Zencir",CLOSED,,,45,29,,,
,,,,"Erlin Barnard,Jampa Khedup",OPEN,,,10,2,,,
,,,,Scott Anderson,OPEN,,,20,15,,,
,,,,Kelsey Macomber,OPEN,,,20,16,,,
,,,,"Erlin Barnard,Fatemeh Mirsharifi",OPEN,,,10,2,,,
,,,,"Erlin Barnard,Fatemeh Mirsharifi",OPEN,,,10,5,,,
,,,,Chloe Hart,OPEN,,,25,11,,,
,,,,Chloe Hart,OPEN,,,25,15,,,
,,,,Chloe Hart,OPEN,,,25,22,,,
,,,,Chloe Hart,OPEN,,,25,22,,,
,,,,Morgan Robertson,OPEN,,,22,3,,,
,,,,Morgan Robertson,OPEN,,,22,8,,,
,,,,Morgan Robertson,OPEN,,,22,6,,,
,,,,Morgan Robertson,OPEN,,,22,5,,,
,,,,Morgan Robertson,OPEN,,,22,6,,,
,,,,Morgan Robertson,OPEN,,,22,1,,,
,,,,Morgan Robertson,OPEN,,,22,5,,,
,,,,Morgan Robertson,OPEN,,,22,13,,,
,,,,Morgan Robertson,OPEN,,,22,1,,,
,,,,Morgan Robertson,OPEN,,,22,2,,,
,,,,Morgan Robertson,OPEN,,,22,4,,,
,,,,Morgan Robertson,OPEN,,,22,2,,,
,,,,Morgan Robertson,OPEN,,,22,3,,,
,,,,Morgan Robertson,OPEN,,,22,6,,,
,,,,Morgan Robertson,OPEN,,,22,3,,,
,,,,Morgan Robertson,OPEN,,,22,8,,,
,,,,Laura Stephenson,OPEN,,,20,13,,,
,,,,Ron Kean,OPEN,,,24,23,,,
,,,,Ron Kean,OPEN,,,24,22,,,
,,,,Ron Kean,OPEN,,,24,23,,,
,,,,Ke Zhang,CLOSED,,,60,21,,,
,,,,Ke Zhang,OPEN,,,30,3,,,
,,,,Ke Zhang,OPEN,,,30,14,,,
,,,,Michael Bell,OPEN,,,25,5,,,
,,,,Michael Bell,OPEN,,,25,11,,,
,,,,Michael Bell,OPEN,,,25,4,,,
,,,,Michael Bell,OPEN,,,25,11,,,
,,,,Claude Heintz,CLOSED,,,0,12,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",CLOSED,,,16,16,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",OPEN,,,16,15,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",OPEN,,,16,15,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",OPEN,,,16,13,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",OPEN,,,16,14,,,
,,,,"Brooke Godfrey,Roya Naamipouran,Mohammed Murtuza",OPEN,,,16,15,,,
,,,,Erica Ramberg,OPEN,,,25,24,,,
,,,,Erica Ramberg,OPEN,,,25,24,,,
,,,,Erica Ramberg,CLOSED,,,25,25,,,
,,,,Erica Ramberg,CLOSED,,,25,25,,,
,,,,Noelle Mariano,OPEN,,,18,11,,,
,,,,Noelle Mariano,OPEN,,,18,8,,,
,,,,Austin Powell,WAITLISTED,,,19,19,,,
,,,,Mark Copelovitch,CLOSED,,,259,239,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,OPEN,,,17,14,,,
,,,,Mark Copelovitch,OPEN,,,17,6,,,
,,,,Mark Copelovitch,OPEN,,,17,16,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,OPEN,,,17,11,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Mark Copelovitch,WAITLISTED,,,17,17,,,
,,,,Michael Bell,OPEN,,,25,6,,,
,,,,Michael Bell,OPEN,,,25,13,,,
,,,,Michael Bell,OPEN,,,25,6,,,
,,,,Michael Bell,OPEN,,,25,5,,,
,,,,Jessica Lanius,OPEN,,,20,19,,,
,,,,Ethan Schondorf,OPEN,,,60,58,,,
,,,,John Spoerl,OPEN,,,60,56,,,
,,,,Walter Stern,CLOSED,,,18,18,,,
,,,,Walter Stern,CLOSED,,,20,8,,,
,,,,Walter Stern,WAITLISTED,,,20,5,,,
,,,,Walter Stern,CLOSED,,,20,11,,,
,,,,Walter Stern,WAITLISTED,,,15,2,,,
,,,,Walter Stern,WAITLISTED,,,20,12,,,
,,,,Walter Stern,WAITLISTED,,,20,15,,,
,,,,Walter Stern,WAITLISTED,,,20,9,,,
,,,,"Julia Rottmayer,Danielle Bullock",CLOSED,,,20,20,,,
,,,,Kate Merz,OPEN,,,19,17,,,
,,,,Kate Merz,CLOSED,,,19,15,,,
,,,,Kate Merz,CLOSED,,,19,16,,,
,,,,Kate Merz,CLOSED,,,19,19,,,
,,,,Kate Merz,CLOSED,,,19,16,,,
,,,,Kate Merz,OPEN,,,19,13,,,
,,,,Kate Merz,OPEN,,,19,13,,,
,,,,Kate Merz,OPEN,,,19,13,,,
,,,,Kate Merz,CLOSED,,,19,18,,,
,,,,Kate Merz,CLOSED,,,19,15,,,
,,,,Kate Merz,OPEN,,,19,16,,,
,,,,Kate Merz,OPEN,,,19,13,,,
,,,,Kate Merz,CLOSED,,,19,18,,,
,,,,Kate Merz,CLOSED,,,19,14,,,
,,,,Kate Merz,OPEN,,,19,13,,,
,,,,Kate Merz,CLOSED,,,19,15,,,
,,,,Kate Merz,OPEN,,,14,0,,,
,,,,Kate Merz,CLOSED,,,19,4,,,
,,,,Kate Merz,CLOSED,,,19,3,,,
,,,,Kate Merz,CLOSED,,,19,0,,,
,,,,Kate Merz,CLOSED,,,19,3,,,
,,,,Kate Merz,OPEN,,,19,5,,,
,,,,Kate Merz,OPEN,,,19,5,,,
,,,,Kate Merz,OPEN,,,19,5,,,
,,,,Kate Merz,CLOSED,,,19,3,,,
,,,,Kate Merz,CLOSED,,,19,4,,,
,,,,Kate Merz,OPEN,,,19,2,,,
,,,,Kate Merz,OPEN,,,19,5,,,
,,,,Kate Merz,CLOSED,,,19,1,,,
,,,,Kate Merz,CLOSED,,,19,5,,,
,,,,Kate Merz,OPEN,,,19,4,,,
,,,,Kate Merz,CLOSED,,,19,4,,,
,,,,Kaitlin Case,OPEN,,,8,4,,,
,,,,Alexander Cook,OPEN,,,8,5,,,
,,,,Nathan Le,OPEN,,,8,2,,,
,,,,Jacob Zehr,OPEN,,,8,4,,,
,,,,Danielle Bullock,OPEN,,,8,3,,,
,,,,Tamkinat Rauf,OPEN,,,40,38,,,
,,,,Erica Turner,CLOSED,,,30,30,,,
,,,,Daniel Ussishkin,OPEN,,,250,90,,,
,,,,Daniel Ussishkin,OPEN,,,250,138,,,
,,,,Daniel Ussishkin,OPEN,,,400,367,,,
,,,,Danielle Bullock,CLOSED,,,1,1,,,
,,,,Louka Patenaude,CLOSED,,,1,1,,,
,,,,Mark Hetzler,OPEN,,,3,1,,,
,,,,Matthew Zalkind,OPEN,,,3,1,,,
,,,,Peter Dominguez,OPEN,,,3,2,,,
,,,,Taya Koenig-Tarasevich,OPEN,,,3,1,,,
,,,,Arun Luthra,OPEN,,,3,1,,,
,,,,Walter Puyear,OPEN,,,3,1,,,
,,,,Sean Kleve,OPEN,,,2,1,,,
,,,,Eleni Katz,OPEN,,,7,2,,,
,,,,Alicia Lee,OPEN,,,3,1,,,
,,,,David O'Brien,OPEN,,,30,29,,,
,,,,Katelyn Dahlke,CLOSED,,,50,51,,,
,,,,Kyle Reynolds,OPEN,,,150,94,,,
,,,,Mitch Frank,OPEN,,,33,32,,,
,,,,Nancy Kendall,OPEN,,,10,7,,,
,,,,Mary Michaud,OPEN,,,30,28,,,
,,,,Kim Mueller,OPEN,,,20,8,,,
,,,,Kim Mueller,OPEN,,,20,12,,,
,,,,Mary Michaud,OPEN,,,30,28,,,
,,,,Nancy Kendall,OPEN,,,10,7,,,
,,,,Kim Mueller,OPEN,,,20,8,,,
,,,,Kim Mueller,OPEN,,,20,12,,,
,,,,Lucy Yang,OPEN,,,18,9,,,
,,,,Lucy Yang,OPEN,,,18,6,,,
,,,,Lucy Yang,OPEN,,,18,6,,,
,,,,Lucy Yang,WAITLISTED,,,18,18,,,
,,,,Nancy Ruggeri,OPEN,,,16,14,,,
,,,,Sarah Sweger,OPEN,,,16,15,,,
,,,,Michael Payton,OPEN,,,30,20,,,
,,,,Leah Rineck,OPEN,,,16,8,,,
,,,,Leah Rineck,OPEN,,,16,9,,,
,,,,Leah Rineck,OPEN,,,16,3,,,
,,,,Leah Rineck,OPEN,,,16,7,,,
,,,,Leah Rineck,OPEN,,,16,1,,,
,,,,Leah Rineck,OPEN,,,16,6,,,
,,,,Leah Rineck,OPEN,,,16,14,,,
,,,,Leah Rineck,OPEN,,,16,5,,,
,,,,Leah Rineck,OPEN,,,16,11,,,
,,,,Leah Rineck,OPEN,,,16,4,,,
,,,,Leah Rineck,OPEN,,,16,5,,,
,,,,Leah Rineck,OPEN,,,16,2,,,
,,,,Leah Rineck,OPEN,,,16,10,,,
,,,,Leah Rineck,OPEN,,,16,5,,,
,,,,Leah Rineck,OPEN,,,16,11,,,
,,,,Leah Rineck,OPEN,,,16,14,,,
,,,,Leah Rineck,OPEN,,,16,14,,,
,,,,Leah Rineck,OPEN,,,16,9,,,
,,,,Leah Rineck,OPEN,,,16,1,,,
,,,,Leah Rineck,OPEN,,,16,8,,,
,,,,Leah Rineck,OPEN,,,16,6,,,
,,,,Leah Rineck,OPEN,,,16,3,,,
,,,,Leah Rineck,OPEN,,,16,9,,,
,,,,Leah Rineck,OPEN,,,16,8,,,
,,,,Leah Rineck,OPEN,,,16,5,,,
,,,,Leah Rineck,OPEN,,,16,3,,,
,,,,Leah Rineck,OPEN,,,16,1,,,
,,,,"Leah Rineck,Dane Mattila",WAITLISTED,,,16,22,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,15,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,18,13,,,
,,,,"Leah Rineck,Dane Mattila",WAITLISTED,,,16,18,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,12,,,
,,,,"Leah Rineck,Dane Mattila",WAITLISTED,,,17,25,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,7,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,2,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,13,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,13,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,12,,,
,,,,"Leah Rineck,Dane Mattila",OPEN,,,16,12,,,
,,,,"Leah Rineck,Dane Mattila",WAITLISTED,,,16,24,,,
,,,,"Leah Rineck,Dane Mattila",WAITLISTED,,,16,16,,,
