ID,LegacyID,FirstName,LastName,Department,AvgRating,NumRatings,AvgDifficulty,WouldTakeAgainPercent,CleanedFirstName,CleanedLastName,instructors,BestCourseMatch,MatchScore
VGVhY2hlci0zMDQ5MDk3,3049097,Matthew,Bloss,Mathematics,2.8,16,3.6,50.0,Matthew,Bloss,Matthew Bloss,,0
VGVhY2hlci0xNTEzOTkw,1513990,John,Orrock,Zoology,2.8,99,3.7,31.8182,John,Orrock,John Orrock,John Orrock,100
VGVhY2hlci0yNjIwMjgw,2620280,Kody,Habeck,Engineering,1.4,64,3.4,12.6984,Kody,Habeck,Kody Habeck,Kody Habeck,100
VGVhY2hlci0xNTc3ODkw,1577890,Rasmus,Lentz,Economics,3.6,55,4.0,80.7692,Rasmus,Lentz,Rasmus Lentz,Rasmus Lentz,100
VGVhY2hlci0yNzI2OTQx,2726941,Keith,Levin,Statistics,1.8,48,4.0,16.6667,Keith,Levin,Keith Levin,Keith Levin,100
VGVhY2hlci0yMzE2NDUw,2316450,Marc,Renault,Computer Science,2.7,123,4.1,41.4634,Marc,Renault,Marc Renault,Marc Renault,100
VGVhY2hlci04NTgyNzc=,858277,Alexander,Shashko,Ethnic Studies,4.8,175,2.0,95.5752,Alexander,Shashko,Alexander Shashko,Alexander Shashko,100
VGVhY2hlci0zNjgwNjI=,368062,Tina,Winston,Psychology,2.7,152,4.2,29.6703,Tina,Winston,Tina Winston,Tina Winston,100
VGVhY2hlci0yNTEwOTg2,2510986,Young,Wu,Computer Science,2.4,34,3.8,35.2941,Young,Wu,Young Wu,Young Wu,100
VGVhY2hlci0zMDY1Mzg1,3065385,James,Feldman,History,5.0,4,2.5,100.0,James,Feldman,James Feldman,James Feldman,100
VGVhY2hlci0xMjM4Njk2,1238696,Shanan,Peters,Geology,4.3,92,3.2,92.9825,Shanan,Peters,Shanan Peters,Shanan Peters,100
VGVhY2hlci0xMzY5OTA2,1369906,Timothy,YU,English,4.4,52,2.3,88.4615,Timothy,YU,Timothy YU,Timothy Yu,100
VGVhY2hlci0yNjU4OTI5,2658929,Jacob,Thebault-Spieker,Information Science,3.4,27,2.0,66.6667,Jacob,Thebault-Spieker,Jacob Thebault-Spieker,Jacob Thebault-Spieker,100
VGVhY2hlci0yOTUwNzE0,2950714,Tyler,Caraza-harter,Computer Science,4.1,8,3.0,75.0,Tyler,Caraza-harter,Tyler Caraza-harter,Tyler Caraza-Harter,100
VGVhY2hlci0zMDU4ODg0,3058884,Edgar,Valles,Education,5.0,4,2.3,100.0,Edgar,Valles,Edgar Valles,Edgar Valles,100
VGVhY2hlci05MzgzMjI=,938322,Kate,Merz,English,4.9,26,2.2,100.0,Kate,Merz,Kate Merz,,0
VGVhY2hlci0yMzIxMDc1,2321075,Kate,McCulloh,Biology,4.4,23,3.4,82.6087,Kate,McCulloh,Kate McCulloh,Kate McCulloh,100
VGVhY2hlci0xNTgzMDcx,1583071,Jeanne,Schueller,Languages,4.3,18,2.8,88.8889,Jeanne,Schueller,Jeanne Schueller,Jeanne Schueller,100
VGVhY2hlci0xOTQ2NTcz,1946573,Hiroshi,Maeda,Biology,4.6,18,2.8,100.0,Hiroshi,Maeda,Hiroshi Maeda,Hiroshi Maeda,100
VGVhY2hlci0yMTcxNTMy,2171532,Doug,Hadley,Architecture,2.4,13,2.5,30.7692,Doug,Hadley,Doug Hadley,Douglas Hadley,88
VGVhY2hlci0xODAxOTQ2,1801946,Baha,Balantekin,Physics,1.9,31,3.3,16.6667,Baha,Balantekin,Baha Balantekin,A. Balantekin,89
VGVhY2hlci0zMDU5MTA0,3059104,Noah,Stengl,Political Science,5.0,5,2.8,100.0,Noah,Stengl,Noah Stengl,,0
VGVhY2hlci0zMDYzNTAy,3063502,Moumita,Karmakar,Mathematics,1.1,49,4.4,4.1667,Moumita,Karmakar,Moumita Karmakar,,0
VGVhY2hlci0xMjQ4NTQ4,1248548,Andrea,Lang,Science,4.6,7,3.0,100.0,Andrea,Lang,Andrea Lang,Andrea Lang,100
VGVhY2hlci0xMjcxMjUw,1271250,Stanislav,Boldyrev,Physics,2.4,20,3.8,25.0,Stanislav,Boldyrev,Stanislav Boldyrev,Stanislav Boldyrev,100
VGVhY2hlci0zMDYzMjMz,3063233,Lars,Niedorf,Mathematics,4.7,6,3.5,66.6667,Lars,Niedorf,Lars Niedorf,Lars Niedorf,100
VGVhY2hlci0yNTkzMTkx,2593191,Rebecca,Glawtschew,Economics,2.6,68,3.7,45.5882,Rebecca,Glawtschew,Rebecca Glawtschew,Rebecca Glawtschew,100
VGVhY2hlci0zMDU2MzYy,3056362,Hina,Mahmood,Computer Science,4.6,28,2.8,89.2857,Hina,Mahmood,Hina Mahmood,Hina Mahmood,100
VGVhY2hlci0yOTAyMjcy,2902272,Brendan,Blackwell,Engineering,4.5,14,2.4,92.8571,Brendan,Blackwell,Brendan Blackwell,Brendan Blackwell,100
VGVhY2hlci0zMTEwMDk4,3110098,Jason,Rusch,Engineering,5.0,1,4.0,100.0,Jason,Rusch,Jason Rusch,,0
VGVhY2hlci01ODk2MjY=,589626,Korinna,Hansen,Economics,3.9,238,3.4,51.4286,Korinna,Hansen,Korinna Hansen,,0
VGVhY2hlci0yODM2NTUy,2836552,Fran,Flanagan,Economics,3.0,61,3.4,49.1803,Fran,Flanagan,Fran Flanagan,Fran Flanagan,100
VGVhY2hlci0xMjI1OTQy,1225942,Daniel,Quint,Economics,4.7,30,3.0,100.0,Daniel,Quint,Daniel Quint,Dan Quint,86
VGVhY2hlci0yNjMwMDk4,2630098,Ruyun (Ivy),Feng,Accounting,4.4,10,3.6,70.0,Ruyun,Feng,Ruyun Feng,,0
VGVhY2hlci0yNzU5Mjcw,2759270,Chase,Zadnik,Business,5.0,4,2.8,100.0,Chase,Zadnik,Chase Zadnik,Chase Zadnik,100
VGVhY2hlci0xMjAyMDUw,1202050,Yu Hen,Hu,Engineering,1.8,53,4.0,20.6897,Yu Hen,Hu,Yu Hen Hu,,0
VGVhY2hlci0xMjQ1OTM3,1245937,Ann,O'Brien,Accounting,2.8,52,3.2,32.1429,Ann,O'Brien,Ann O'Brien,,0
VGVhY2hlci0xNjg4MzM1,1688335,Andrew,Mikkelson,Engineering,3.5,33,3.2,72.7273,Andrew,Mikkelson,Andrew Mikkelson,Andrew Mikkelson,100
VGVhY2hlci0yNDQ4MDQ3,2448047,Joanna,Wangerin,Accounting,2.7,30,4.1,53.3333,Joanna,Wangerin,Joanna Wangerin,Joanna Wangerin,100
VGVhY2hlci0yNjUxNjA5,2651609,Michael,Schlicting,Engineering,4.4,9,2.8,88.8889,Michael,Schlicting,Michael Schlicting,Michael Schlicting,100
VGVhY2hlci01NDk3NzI=,549772,Emily,Stanley,Biology,1.7,68,4.4,5.5556,Emily,Stanley,Emily Stanley,Emily Stanley,100
VGVhY2hlci0yODY1MTE3,2865117,Kaitlyn,Phillipson,Mathematics,5.0,31,2.5,100.0,Kaitlyn,Phillipson,Kaitlyn Phillipson,Kaitlyn Phillipson,100
VGVhY2hlci0zMzEwODE=,331081,Kurt,Amann,Science,2.4,94,3.7,26.6667,Kurt,Amann,Kurt Amann,Kurt Amann,100
VGVhY2hlci01OTk1NTc=,599557,Ron,Kean,Biology,4.1,90,2.5,82.6087,Ron,Kean,Ron Kean,Ron Kean,100
VGVhY2hlci0xMjg3NzM3,1287737,Matt,Bowman,Chemistry,4.8,285,3.4,94.5783,Matt,Bowman,Matt Bowman,Matt Bowman,100
VGVhY2hlci0yNzc0ODY3,2774867,Simon,Gilroy,Biology,4.6,108,2.8,93.2432,Simon,Gilroy,Simon Gilroy,Simon Gilroy,100
VGVhY2hlci0xMzI4NDIx,1328421,Timothy,Paustian,Biology,3.3,86,3.1,45.0,Timothy,Paustian,Timothy Paustian,Timothy Paustian,100
VGVhY2hlci00MzUyMTQ=,435214,David,Baum,Biology,4.3,78,3.0,80.3922,David,Baum,David Baum,David Baum,100
VGVhY2hlci0xMDA2Mjg3,1006287,Morton,Gernsbacher,Psychology,2.0,74,3.0,21.7391,Morton,Gernsbacher,Morton Gernsbacher,Morton Gernsbacher,100
VGVhY2hlci0yMDEyNTY0,2012564,Jonathan,Pauli,Biology,3.6,36,3.2,68.5714,Jonathan,Pauli,Jonathan Pauli,Jonathan Pauli,100
VGVhY2hlci0yOTcyODEw,2972810,Farrah ,Madison ,Biology,3.2,12,3.3,66.6667,Farrah,Madison,Farrah Madison,Farrah Madison,100
VGVhY2hlci0zMDk5NzI1,3099725,Sergio,Cotton ,Languages,5.0,2,2.5,100.0,Sergio,Cotton,Sergio Cotton,,0
VGVhY2hlci0yMTI1ODI0,2125824,Jennifer,Plants,English,2.6,44,2.8,46.5116,Jennifer,Plants,Jennifer Plants,Jen Plants,80
VGVhY2hlci0yODQ3ODY1,2847865,Steve,Trost,Economics,4.7,48,2.4,93.75,Steve,Trost,Steve Trost,Steve Trost,100
VGVhY2hlci0yMjAyMzkz,2202393,Dorothea,Salo,Information Science,4.1,8,2.0,75.0,Dorothea,Salo,Dorothea Salo,Dorothea Salo,100
VGVhY2hlci0yMDQ1ODk0,2045894,Saverio,Spagnolie,Mathematics,4.2,46,3.8,84.6154,Saverio,Spagnolie,Saverio Spagnolie,Saverio Spagnolie,100
VGVhY2hlci0yMzM2MTE0,2336114,Adam,Bock,Management,2.9,12,2.8,41.6667,Adam,Bock,Adam Bock,Adam Bock,100
VGVhY2hlci0yMzc0NjE3,2374617,Anja,Jovic-Humphrey,English,4.9,42,2.1,100.0,Anja,Jovic-Humphrey,Anja Jovic-Humphrey,Anja Jovic-Humphrey,100
VGVhY2hlci0yNjg4MzU5,2688359,Josh,Kalscheur,English,5.0,7,1.7,100.0,Josh,Kalscheur,Josh Kalscheur,Josh Kalscheur,100
VGVhY2hlci0xNzc3MjY=,177726,Debra (Deb),Deppeler,Computer Science,2.8,215,3.5,37.1681,Debra,Deppeler,Debra Deppeler,Debra Deppeler,100
VGVhY2hlci0xMTMwNTM2,1130536,Victor,Jew,Ethnic Studies,1.5,54,3.8,11.4286,Victor,Jew,Victor Jew,Victor Jew,100
VGVhY2hlci0yMDQzNTk1,2043595,Catherine,Arnott Smith,Information Science,1.6,19,3.7,15.7895,Catherine,Arnott Smith,Catherine Arnott Smith,Catherine Smith,100
VGVhY2hlci0yNjQ4NTkx,2648591,Reginold,Royston,African Studies,1.8,17,3.7,23.5294,Reginold,Royston,Reginold Royston,Reginold Royston,100
VGVhY2hlci0zMTA4OTA5,3108909,Jeffrey,Kritzman,Information Science,5.0,1,2.0,100.0,Jeffrey,Kritzman,Jeffrey Kritzman,,0
VGVhY2hlci0yNzcyMDQ5,2772049,Paul,Hooker,Chemistry,4.9,75,3.3,97.3333,Paul,Hooker,Paul Hooker,,0
VGVhY2hlci0xNjcxMzA2,1671306,Samuel,Stechmann,Mathematics,3.8,29,3.6,70.5882,Samuel,Stechmann,Samuel Stechmann,,0
VGVhY2hlci0yMDk1NDE0,2095414,Brandon,Goodale,Spanish  Portuguese,3.6,24,3.2,60.8696,Brandon,Goodale,Brandon Goodale,,0
VGVhY2hlci0xMjg5MjEw,1289210,Ethelene,Whitmire,Information Science,3.3,15,1.9,70.0,Ethelene,Whitmire,Ethelene Whitmire,Ethelene Whitmire,100
VGVhY2hlci0yMzc0OTQx,2374941,Daniel,Weix,Chemistry,2.8,8,3.6,37.5,Daniel,Weix,Daniel Weix,Dan Weix,84
VGVhY2hlci0zMDQzOTU2,3043956,Julia,Horn,Anthropology,4.0,4,3.3,75.0,Julia,Horn,Julia Horn,,0
VGVhY2hlci0xMDg5MjM5,1089239,Laura,Schechter,Economics,3.4,10,3.3,0.0,Laura,Schechter,Laura Schechter,Laura Schechter,100
VGVhY2hlci0yMjg2MzQ0,2286344,David,Dwyer,Nursing,3.0,19,2.8,47.3684,David,Dwyer,David Dwyer,David Dwyer,100
VGVhY2hlci0yNjMwODA2,2630806,Vivak,Patel,Statistics,1.8,21,4.4,19.0476,Vivak,Patel,Vivak Patel,Vivak Patel,100
VGVhY2hlci0yNTUyNzc5,2552779,Allison,Prasch,Communication,5.0,13,3.0,100.0,Allison,Prasch,Allison Prasch,Allison Prasch,100
VGVhY2hlci0yNjc0NzE2,2674716,Amanda,Shubert,English,3.2,9,2.6,50.0,Amanda,Shubert,Amanda Shubert,Amanda Shubert,100
VGVhY2hlci0zMDAxNzMz,3001733,Alyssa,Haure,Nursing,4.0,4,3.8,75.0,Alyssa,Haure,Alyssa Haure,Alyssa Haure,100
VGVhY2hlci0yOTM3NDUy,2937452,Reba,Luiken,Biology,1.5,2,1.5,0.0,Reba,Luiken,Reba Luiken,Reba Luiken,100
VGVhY2hlci0yNDU1ODc=,245587,Rebecca,Addington,Psychology,2.8,186,3.7,34.4538,Rebecca,Addington,Rebecca Addington,Rebecca Addington,100
VGVhY2hlci0yOTM4NjMx,2938631,Kelly,Nyhoff,Business,2.1,14,3.6,28.5714,Kelly,Nyhoff,Kelly Nyhoff,Kelly Nyhoff,100
VGVhY2hlci0zMDYyOTg4,3062988,Patrycja,Humienik,English,2.5,2,2.0,100.0,Patrycja,Humienik,Patrycja Humienik,,0
VGVhY2hlci0zNjgzMjY=,368326,Steven,Nadler,Philosophy,4.6,45,2.8,81.8182,Steven,Nadler,Steven Nadler,Steven Nadler,100
VGVhY2hlci0xOTEzNjIx,1913621,Bart,Skarzynski,Human Development,3.6,8,4.0,60.0,Bart,Skarzynski,Bart Skarzynski,Bart Skarzynski,100
VGVhY2hlci0yMjQ4MTYx,2248161,Shauna,Crowther,English,3.2,28,2.9,50.0,Shauna,Crowther,Shauna Crowther,,0
VGVhY2hlci0yMDk2MjE5,2096219,Michael,Hernke,Business,4.3,33,3.0,89.6552,Michael,Hernke,Michael Hernke,Michael Hernke,100
VGVhY2hlci0yMzcyMzc1,2372375,Matthew,Griffith,Accounting,4.9,13,3.5,100.0,Matthew,Griffith,Matthew Griffith,Matthew Griffith,100
VGVhY2hlci0yNzcwMDc2,2770076,David,Pelletier,Business,4.0,10,3.3,70.0,David,Pelletier,David Pelletier,David Pelletier,100
VGVhY2hlci0zMDAzOTYx,3003961,Cindy ,Poe,Engineering,1.0,4,4.8,0.0,Cindy,Poe,Cindy Poe,Cindy Poe,100
VGVhY2hlci0yNzcyMTQx,2772141,Yang,Wang,Public Affairs,2.5,2,1.5,0.0,Yang,Wang,Yang Wang,Yang Wang,100
VGVhY2hlci0yNjgwNTY5,2680569,Mikhail,Ivanov,Mathematics,3.1,42,3.5,52.381,Mikhail,Ivanov,Mikhail Ivanov,Mikhail Ivanov,100
VGVhY2hlci0xODY5NDYy,1869462,Grant,Armstrong,Languages,3.6,21,3.1,70.5882,Grant,Armstrong,Grant Armstrong,Grant Armstrong,100
VGVhY2hlci0zMDAxMDE5,3001019,jinia ,roy,Engineering,2.6,18,4.3,38.8889,jinia,roy,jinia roy,Jinia Roy,100
VGVhY2hlci0yOTcyMDcx,2972071,Pablo,Pastore ,Languages,2.3,7,4.0,28.5714,Pablo,Pastore,Pablo Pastore,,0
VGVhY2hlci0xNzQ5MDEz,1749013,Michael,Massoglia,Sociology,4.4,52,3.2,88.0,Michael,Massoglia,Michael Massoglia,Michael Massoglia,100
VGVhY2hlci0yMzIwMTYw,2320160,Signe,Janoska-Bedi,Political Science,4.4,20,3.4,85.0,Signe,Janoska-Bedi,Signe Janoska-Bedi,Signe Janoska-Bedi,100
VGVhY2hlci0xODkzNjgw,1893680,Parthy,Schachter,English,3.8,29,4.1,61.9048,Parthy,Schachter,Parthy Schachter,,0
VGVhY2hlci0xODY4Mzcz,1868373,Viren,Murthy,History,3.2,21,3.2,52.9412,Viren,Murthy,Viren Murthy,Viren Murthy,100
VGVhY2hlci0xNzcxNzMw,1771730,Kanit,Kuevibulvanich,Economics,4.1,11,2.6,33.3333,Kanit,Kuevibulvanich,Kanit Kuevibulvanich,,0
VGVhY2hlci0xMjg0MTg3,1284187,Christopher,Demarco,Engineering,3.5,11,3.6,50.0,Christopher,Demarco,Christopher Demarco,Christopher Doro,86
VGVhY2hlci0yNjU5MDc1,2659075,Hobbes,Legault,Computer Science,4.6,86,2.7,93.0233,Hobbes,Legault,Hobbes Legault,Hobbes Legault,100
VGVhY2hlci0xNzkyMjY5,1792269,Joshua,Calhoun,English,4.3,68,2.5,83.871,Joshua,Calhoun,Joshua Calhoun,Joshua Calhoun,100
VGVhY2hlci0xMzU2NTA5,1356509,Joe,Miller,Mathematics,2.9,66,3.4,58.0645,Joe,Miller,Joe Miller,Joseph Miller,87
VGVhY2hlci0yNDQxMTEw,2441110,Sarah,Frank,Sociology,4.9,20,2.7,95.0,Sarah,Frank,Sarah Frank,,0
VGVhY2hlci0yMzcxNTcy,2371572,Paul,Dower,Agricultural Economics,3.4,18,3.4,55.5556,Paul,Dower,Paul Dower,Paul Dower,100
VGVhY2hlci0yNjE5MDQ0,2619044,Jacqueline,Ebelabena,Languages,3.0,9,3.6,55.5556,Jacqueline,Ebelabena,Jacqueline Ebelabena,,0
VGVhY2hlci0yODc4MzEy,2878312,Andy,Kuemmel,Computer Science,2.0,6,3.0,33.3333,Andy,Kuemmel,Andy Kuemmel,Andrew Kuemmel,85
VGVhY2hlci0zMDY2NTQy,3066542,Yassine ,Tissaoui,Mathematics,4.0,5,2.6,60.0,Yassine,Tissaoui,Yassine Tissaoui,Yassine Tissaoui,100
VGVhY2hlci0yODU3MDky,2857092,Cassie,Williams,Mathematics,4.6,38,2.6,89.4737,Cassie,Williams,Cassie Williams,Cassie Williams,100
VGVhY2hlci0yODcyNzAx,2872701,Mitch,Keller,Mathematics,2.8,35,3.4,45.7143,Mitch,Keller,Mitch Keller,Mitch Keller,100
VGVhY2hlci0zMDM3Mjkx,3037291,Quentin ,Riser ,Social Science,5.0,7,1.9,100.0,Quentin,Riser,Quentin Riser,Quentin Riser,100
VGVhY2hlci0yMDY2NDIz,2066423,Paris,Koutris,Computer Science,3.0,23,3.8,75.0,Paris,Koutris,Paris Koutris,Paris Koutris,100
VGVhY2hlci0xODMyNzc4,1832778,Francis,Rooney,Mathematics,3.1,18,2.9,11.1111,Francis,Rooney,Francis Rooney,,0
VGVhY2hlci0yOTY3Mzc1,2967375,Cole ,Nelson.,Computer Science,4.7,7,2.1,100.0,Cole,Nelson,Cole Nelson,Cole Nelson,100
VGVhY2hlci0zMDY5ODE=,306981,John,Hawks,Anthropology,3.9,107,2.5,95.0,John,Hawks,John Hawks,John Hawks,100
VGVhY2hlci0zMDUxOTAy,3051902,David,Parker,Political Science,3.0,24,3.4,52.1739,David,Parker,David Parker,David Pate,82
VGVhY2hlci03Nzk5MjA=,779920,Stacia,Corona Munoz,Languages,4.8,9,3.1,100.0,Stacia,Corona Munoz,Stacia Corona Munoz,,0
VGVhY2hlci05NDE0NjA=,941460,Ewa,Miernowska,Languages,3.9,46,4.0,52.9412,Ewa,Miernowska,Ewa Miernowska,,0
VGVhY2hlci0yMTgyMTYz,2182163,Melissa,Christopherson,Biology,3.6,32,3.3,62.5,Melissa,Christopherson,Melissa Christopherson,Melissa Christopherson,100
VGVhY2hlci0xODcxNTA4,1871508,Susan,Paskewitz,Entomology,4.4,15,1.9,92.8571,Susan,Paskewitz,Susan Paskewitz,Susan Paskewitz,100
VGVhY2hlci0yMDE2ODI1,2016825,Jonathan,Renshon,Political Science,2.9,15,3.5,50.0,Jonathan,Renshon,Jonathan Renshon,Jonathan Renshon,100
VGVhY2hlci0yNzAyNjYx,2702661,Curt,Bronkhorst,Engineering,1.6,10,4.3,20.0,Curt,Bronkhorst,Curt Bronkhorst,Curt Bronkhorst,100
VGVhY2hlci0yODU5NTA3,2859507,Rebecca,Anderson,Humanities,3.4,7,1.4,71.4286,Rebecca,Anderson,Rebecca Anderson,Rebecca Larson,87
VGVhY2hlci00NDkxMTc=,449117,Tom,Popkewitz,Education,3.1,6,3.3,0.0,Tom,Popkewitz,Tom Popkewitz,Thomas Popkewitz,90
VGVhY2hlci0yNDA5ODk1,2409895,Robert,Mathieu,Astronomy,3.9,9,2.9,77.7778,Robert,Mathieu,Robert Mathieu,Robert Mathieu,100
VGVhY2hlci01ODA4NTk=,580859,Jeff,Hardin,Biology,4.2,50,3.7,68.9655,Jeff,Hardin,Jeff Hardin,Jeff Hardin,100
VGVhY2hlci0yNDg5NTU2,2489556,Stella,Chan,Economics,4.2,41,3.3,80.4878,Stella,Chan,Stella Chan,Stella Chan,100
VGVhY2hlci0yNzY3MzA3,2767307,Chloe,Hart,Sociology,4.3,18,1.9,77.7778,Chloe,Hart,Chloe Hart,Chloe Hart,100
VGVhY2hlci0yODY4MTc5,2868179,Benjamin,Mier-Cruz,Languages,4.0,4,1.8,75.0,Benjamin,Mier-Cruz,Benjamin Mier-Cruz,,0
VGVhY2hlci0zMDQ4NzA4,3048708,David,Bart,Science,2.7,3,3.3,33.3333,David,Bart,David Bart,David Bart,100
VGVhY2hlci0zMDcyNTQ4,3072548,Alexander,Meehan,Philosophy,4.3,3,3.7,66.6667,Alexander,Meehan,Alexander Meehan,Alexander Meehan,100
VGVhY2hlci0zMzc4MDQ=,337804,Jim,Skrentny,Computer Science,3.1,249,3.6,38.2353,Jim,Skrentny,Jim Skrentny,,0
VGVhY2hlci0yMTk1Mzg1,2195385,Jim,Williams,Computer Science,3.0,150,3.4,49.3333,Jim,Williams,Jim Williams,Jim Williams,100
VGVhY2hlci0yNDIzNjAx,2423601,Matthew,Friedman,Economics,3.8,127,3.7,69.2913,Matthew,Friedman,Matthew Friedman,Matt Friedman,90
VGVhY2hlci0xODEwMTg3,1810187,Eric,Hoyt,Communication,4.6,56,2.2,91.6667,Eric,Hoyt,Eric Hoyt,Eric Hoyt,100
VGVhY2hlci0zMDMwNzk1,3030795,Dane,Gogoshin,Information Science,3.8,14,2.4,71.4286,Dane,Gogoshin,Dane Gogoshin,Dane Leigh Gogoshin,81
VGVhY2hlci0zMDE3MzMx,3017331,Laila,Amine,Literature,2.3,12,3.8,33.3333,Laila,Amine,Laila Amine,Laila Amine,100
VGVhY2hlci0zMDA3NDI1,3007425,Alice,gaber,English,5.0,3,1.3,100.0,Alice,gaber,Alice gaber,Alice Gaber,100
VGVhY2hlci0xOTQ0Njg5,1944689,Jason ,Nolen ,Sociology,4.7,68,2.2,97.8723,Jason,Nolen,Jason Nolen,Jason Nolen,100
VGVhY2hlci0yOTEyMTE5,2912119,Travis,Olson,Mathematics,3.2,25,3.0,56.0,Travis,Olson,Travis Olson,Travis Olson,100
VGVhY2hlci0yOTY0MjY3,2964267,Clint,Jensen,Psychology,3.4,23,2.9,65.2174,Clint,Jensen,Clint Jensen,Clint Jensen,100
VGVhY2hlci0yMzcyMTY0,2372164,Andrew,Buller,Chemistry,3.3,22,4.0,59.0909,Andrew,Buller,Andrew Buller,Andrew Buller,100
VGVhY2hlci0yODgxNTQ2,2881546,Kimberly,DeGlopper,Chemistry,4.2,18,3.7,83.3333,Kimberly,DeGlopper,Kimberly DeGlopper,Kimberly Deglopper,100
VGVhY2hlci01NzAzNTM=,570353,Jennifer,Tishler,Languages,2.8,17,2.7,75.0,Jennifer,Tishler,Jennifer Tishler,Jennifer Tishler,100
VGVhY2hlci0zMDMwNjYx,3030661,Blerina,Gkotse,Computer Science,4.5,12,2.5,91.6667,Blerina,Gkotse,Blerina Gkotse,Blerina Gkotse,100
VGVhY2hlci0zMDYwOTE3,3060917,Sandeep ,Silwal,Computer Science,2.6,5,4.4,40.0,Sandeep,Silwal,Sandeep Silwal,Sandeep Silwal,100
VGVhY2hlci0yNjI0MTE2,2624116,Eric,Grodsky,Sociology,2.0,3,4.3,50.0,Eric,Grodsky,Eric Grodsky,Eric Grodsky,100
VGVhY2hlci02Mzg1Mjk=,638529,Linda,Zelewski,Chemistry,2.6,343,3.8,31.441,Linda,Zelewski,Linda Zelewski,,0
VGVhY2hlci0yNzcwMzU4,2770358,Gary,Dahl,Computer Science,3.4,131,3.4,61.1111,Gary,Dahl,Gary Dahl,Gary Dahl,100
VGVhY2hlci04MjM1NTc=,823557,Jonathan,Martin,Science,4.6,118,2.5,82.2222,Jonathan,Martin,Jonathan Martin,Jonathan Martin,100
VGVhY2hlci0xMTkxMjcy,1191272,Lisa,Martin,Political Science,3.3,69,2.2,41.6667,Lisa,Martin,Lisa Martin,Lisa Martin,100
VGVhY2hlci0yNzQzNjE0,2743614,Grace,Work,Mathematics,3.7,54,3.4,70.3704,Grace,Work,Grace Work,Grace Work,100
VGVhY2hlci0xMDMzODA5,1033809,Yoshiko,Herrera,Political Science,2.5,37,3.6,80.0,Yoshiko,Herrera,Yoshiko Herrera,Yoshiko Herrera,100
VGVhY2hlci0yODUxOTg0,2851984,Miranda,Rintoul,Mathematics,2.7,36,3.8,41.6667,Miranda,Rintoul,Miranda Rintoul,,0
VGVhY2hlci0xODUzMTYw,1853160,Michelle,Schwarze,Political Science,2.9,29,3.5,46.1538,Michelle,Schwarze,Michelle Schwarze,Michelle Schwarze,100
VGVhY2hlci0yMjg5Njcy,2289672,Jake,Malloy,Mathematics,3.2,28,3.8,25.0,Jake,Malloy,Jake Malloy,,0
VGVhY2hlci0yODQwMDE1,2840015,Jeff,Nyhoff,Computer Science,3.3,24,1.6,62.5,Jeff,Nyhoff,Jeff Nyhoff,Jeff Nyhoff,100
VGVhY2hlci0xMjgxOTU3,1281957,Adam,Kern,East Asian Lang. & Literature,3.7,23,2.4,64.7059,Adam,Kern,Adam Kern,Adam Kern,100
VGVhY2hlci0yMDEyNjQ2,2012646,Barry,Burden,Political Science,4.3,23,2.8,94.4444,Barry,Burden,Barry Burden,Barry Burden,100
VGVhY2hlci0xNDcyMDI1,1472025,Jeff,Linderoth,Engineering,4.5,17,3.8,90.9091,Jeff,Linderoth,Jeff Linderoth,Jeffrey Linderoth,90
VGVhY2hlci0xOTkyMjIx,1992221,Elizabeth,Lapina,History,2.9,13,3.0,36.3636,Elizabeth,Lapina,Elizabeth Lapina,Elizabeth Lapina,100
VGVhY2hlci0yNjU4OTU1,2658955,Kris,Sankaran,Statistics,4.7,12,2.4,91.6667,Kris,Sankaran,Kris Sankaran,Kris Sankaran,100
VGVhY2hlci0zMDQxNjU3,3041657,Yayi,Fu,Mathematics,2.1,12,3.7,33.3333,Yayi,Fu,Yayi Fu,Yayi Fu,100
VGVhY2hlci0yMzY1Mjg0,2365284,Alexi,Brooks,Computer Science,2.6,9,4.0,33.3333,Alexi,Brooks,Alexi Brooks,Alison Brooks,80
VGVhY2hlci0zMTA0MzU3,3104357,Elizabeth,Boyle,Communication,4.0,1,3.0,100.0,Elizabeth,Boyle,Elizabeth Boyle,Elizabeth Boyle,100
VGVhY2hlci0yODg5MjMy,2889232,Yiqiao,Zhong,Science,2.0,8,3.0,12.5,Yiqiao,Zhong,Yiqiao Zhong,Yiqiao Zhong,100
VGVhY2hlci0xNjMyNDk3,1632497,Christopher,McKelvey,Economics,4.7,87,3.3,94.2308,Christopher,McKelvey,Christopher McKelvey,Christopher Mckelvey,100
VGVhY2hlci0yNzc2MzA5,2776309,Florian,Heimerl,Computer Science,3.1,65,3.3,53.8462,Florian,Heimerl,Florian Heimerl,Florian Heimerl,100
VGVhY2hlci00MjUxNjA=,425160,Jin-Yi,Cai,Computer Science,3.1,31,4.3,44.4444,Jin-Yi,Cai,Jin-Yi Cai,Jin-Yi Cai,100
VGVhY2hlci0zNjgwNjc=,368067,Jenny,Saffran,Psychology,4.7,29,2.7,100.0,Jenny,Saffran,Jenny Saffran,Jenny Saffran,100
VGVhY2hlci0xODk4MjIw,1898220,Simon,Balto,African Studies,4.0,12,2.2,70.0,Simon,Balto,Simon Balto,Simon Balto,100
VGVhY2hlci0yODkzOTA3,2893907,Nathan,Strachen,Engineering,4.5,10,2.7,90.0,Nathan,Strachen,Nathan Strachen,Nathan Strachen,100
